DistrictName,SubCountyName
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,BUJUMBA
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,KALANGALA TC
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,MUGOYE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUBEKE
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
KALANGALA,BUFUMIRA
